,id,sale,rating,units,industry,product,country,return.client,contract,primary
124,3662526948,17900,5.187385806,275,biotech,Series A,Germany,0,0,0
125,3662526964,17900,5.187385806,275,tech,Series A,Germany,0,0,0
126,3319367978,12900,4.859812404,155,environmental,Series A,Switzerland,0,0,0
127,1786340860,11300,4.727387819,252,tech,Series B55,United Kingdom,0,1,0
128,3319475517,5499,4.007151351,120,tech,Series C,Switzerland,0,0,0
129,3319397842,9999,4.605070181,273,tech,Series A,Switzerland,0,0,0
130,3319279963,17900,5.187385806,497,tech,Series A,Switzerland,0,0,0
131,3319370138,12900,4.859812404,188,environmental,Series A,Switzerland,0,0,0
132,3319456024,9499,4.553771623,136,tech,Series A,Switzerland,0,0,0
133,1316690075,16200,5.087596335,626,tech,Series B55,United Kingdom,0,1,0
134,1316689573,13500,4.905274778,626,tech,Series B55,United Kingdom,0,1,0
135,1107033896,12500,4.828313737,626,biotech,Series B55,United Kingdom,0,1,0
136,3319383175,12900,4.859812404,146,environmental,Series A,Switzerland,0,0,0
137,3527684948,20366,5.316451937,429,tech,Series A,Germany,0,0,0
138,3319420674,12900,4.859812404,554,tech,Series C,Switzerland,0,0,0
139,3319420666,12900,4.859812404,554,biotech,Series C,Switzerland,0,0,0
140,3319447696,25900,5.556828062,367,tech,Series A,Switzerland,0,0,0
141,3319447688,25900,5.556828062,367,biotech,Series A,Switzerland,0,0,0
142,521016460,7999,4.381901627,456,biotech,Series A,United Kingdom,0,1,0
143,3319466216,17900,5.187385806,239,tech,Series A,Switzerland,0,0,0
144,3319466208,17900,5.187385806,231,biotech,Series A,Switzerland,0,0,0
145,1101920211,5697,4.042524813,416,tech,Series B55,United States,1,0,0
146,1101919957,1899,2.943912525,416,environmental,Series B55,United States,1,0,0
147,1101919965,1899,2.943912525,359,environmental,Series B55,United States,1,0,0
148,110192022X,5697,4.042524813,384,tech,Series B55,United States,1,0,0
149,1101920238,5997,4.093844437,672,tech,Series B55,United States,1,0,0
150,1101919973,1999,2.995232149,672,environmental,Series B55,United States,1,0,0
151,1466580895,34995,5.857790287,1203,tech,Series B55,United States,1,0,0
152,1498754287,19995,5.298067335,2643,biotech,Series C,United States,1,0,0
153,1498754295,17995,5.192679035,2643,tech,Series C,United States,1,0,0
154,149877511X,14995,5.010301905,159,tech,Series C,United States,1,0,0
155,3319311506,12900,4.859812404,293,tech,Series A,Switzerland,0,0,0
156,3319412108,12900,4.859812404,124,tech,Series C,Switzerland,0,0,0
157,3319412094,12900,4.859812404,113,biotech,Series C,Switzerland,0,0,0
158,3319278010,5499,4.007151351,113,tech,Series C,Switzerland,0,0,0
159,9814675865,9900,4.59511985,435,tech,Series B55,Singapore,0,0,1
160,1107155266,3999,3.688629423,144,biotech,Series B,United Kingdom,0,1,0
161,1681236303,5000,3.912023005,304,tech,Series B55,United States,1,0,0
162,3319445537,5499,4.007151351,124,tech,Series A,Switzerland,0,0,0
163,3319317083,10900,4.691347882,243,tech,Series C,Switzerland,0,0,0
164,3658135352,7999,4.381901627,105,environmental,Series A,Germany,0,0,0
165,3658135360,7999,4.381901627,118,tech,Series A,Germany,0,0,0
166,3319386964,12900,4.859812404,138,environmental,Series A,Switzerland,0,0,0
167,4431564055,12900,4.859812404,122,environmental,Series A,Japan,0,0,1
168,3319369652,12900,4.859812404,160,environmental,Series A,Switzerland,0,0,0
169,3319317636,12900,4.859812404,413,tech,Series C,Switzerland,0,0,0
170,1107669480,4999,3.911822985,432,environmental,Series C,United Kingdom,0,1,0
171,1107042720,9999,4.605070181,432,biotech,Series C,United Kingdom,0,1,0
172,3319293494,12900,4.859812404,244,tech,Series A,Switzerland,0,0,0
173,3319293494,12900,4.859812404,244,tech,Series A,Switzerland,0,0,0
174,3319188275,18900,5.241747015,638,tech,Series A2,Switzerland,0,0,0
175,486810984,1695,2.830267834,243,tech,Series B55,United States,1,0,0
176,1493941828,12900,4.859812404,196,environmental,Series A,United States,1,0,0
177,331944459X,17900,5.187385806,357,tech,Series A,Switzerland,0,0,0
178,3319370146,9900,4.59511985,71,environmental,Series A,Switzerland,0,0,0
179,3319239511,12900,4.859812404,140,biotech,Series C,Switzerland,0,0,0
180,3319239538,12900,4.859812404,150,tech,Series C,Switzerland,0,0,0
181,3319423916,17900,5.187385806,614,tech,Series C,Switzerland,0,0,0
182,3709148510,16900,5.129898715,266,environmental,Series A,Austria,0,0,0
183,3319369946,12900,4.859812404,264,environmental,Series A,Switzerland,0,0,0
184,3319288156,17900,5.187385806,426,tech,Series C,Switzerland,0,0,0
185,3319288156,17900,5.187385806,426,tech,Series C,Switzerland,0,0,0
186,1292161930,11446,4.740225417,817,tech,Series B55,United States,1,0,0
187,1471858553,23976,5.479638423,90,tech,Series B55,United Kingdom,0,1,0
188,147185857X,1348,2.601207105,91,environmental,Series B55,United Kingdom,0,1,0
189,3319395084,10900,4.691347882,209,tech,Series B55,Switzerland,0,0,0
190,3319395068,10900,4.691347882,209,biotech,Series B55,Switzerland,0,0,0
191,1316611760,3799,3.637322967,152,environmental,Series B55,United Kingdom,0,1,0
192,3319338390,5499,4.007151351,91,environmental,Series A,Switzerland,0,0,0
193,3319449206,17900,5.187385806,333,tech,Series C,Switzerland,0,0,0
194,1118275640,16000,5.075173815,330,tech,Series A,United States,1,0,0
195,1316612856,5999,4.094177882,592,environmental,Series A,United Kingdom,0,1,0
196,128030615,29400,5.683579767,441,tech,Series C,United States,1,0,0
197,1493933159,10900,4.691347882,188,biotech,Series A,United States,1,0,0
198,3319339273,17900,5.187385806,355,tech,Series C,Switzerland,0,0,0
199,3319384082,12900,4.859812404,95,environmental,Series A,Switzerland,0,0,0
200,1498743609,16995,5.135504276,240,tech,Series C,United States,1,0,0
201,3319383868,12900,4.859812404,172,environmental,Series A,Switzerland,0,0,0
202,3319386840,6999,4.248352375,590,environmental,Series A,Switzerland,0,0,0
203,9811022690,5499,4.007151351,58,tech,Series A,Singapore,0,0,1
204,3319434950,12900,4.859812404,247,tech,Series A,Switzerland,0,0,0
205,3319434950,12900,4.859812404,247,tech,Series A,Switzerland,0,0,0
206,9814689203,17700,5.176149733,264,tech,Series C,Singapore,0,0,1
207,3319466240,12900,4.859812404,223,tech,Series A,Switzerland,0,0,0
208,1493935313,12900,4.859812404,350,biotech,Series C,United States,1,0,0
209,149393533X,12900,4.859812404,355,tech,Series C,United States,1,0,0
210,3319341669,10900,4.691347882,284,tech,Series C,Switzerland,0,0,0
211,3319436260,5499,4.007151351,81,tech,Series A13,Switzerland,0,0,0
212,128044829,5994,4.093344062,102,tech,Series B55,Netherlands,0,0,0
213,3319386700,18900,5.241747015,840,environmental,Series A,Switzerland,0,0,0
214,9402405046,18900,5.241747015,793,environmental,Series A,Netherlands,0,0,0
215,069113779X,8500,4.442651256,376,biotech,Series C,United States,1,0,0
216,3319465775,12900,4.859812404,144,tech,Series A,Switzerland,0,0,0
217,9813140151,17700,5.176149733,347,tech,Series B55,United States,1,0,0
218,3319264192,12900,4.859812404,189,tech,Series C,Switzerland,0,0,0
219,3319256793,3499,3.555062306,466,tech,Series C,Switzerland,0,0,0
220,3319256793,3499,3.555062306,466,tech,Series C,Switzerland,0,0,0
221,3319256777,3499,3.555062306,466,environmental,Series C,Switzerland,0,0,0
222,1681743566,3500,3.555348061,94,environmental,Series A,United States,1,0,0
223,3319375814,12900,4.859812404,126,environmental,Series A,Switzerland,0,0,0
224,3319366645,12900,4.859812404,235,environmental,Series A,Switzerland,0,0,0
225,3319189522,22900,5.433722004,714,biotech,Series C,Switzerland,0,0,0
226,3319305638,3499,3.555062306,310,tech,Series B,Switzerland,0,0,0
227,3319305638,3499,3.555062306,310,tech,Series B,Switzerland,0,0,0
228,3319294008,12900,4.859812404,166,tech,Series C,Switzerland,0,0,0
229,3319364367,12900,4.859812404,150,environmental,Series A,Switzerland,0,0,0
230,691173265,2295,3.133317937,376,environmental,Series B55,United States,1,0,0
231,3319486462,12900,4.859812404,169,tech,Series A,Germany,0,0,0
232,9813109335,8400,4.430816799,585,environmental,Series C,Singapore,0,0,1
233,3319459015,13900,4.934473933,406,tech,Series A,Switzerland,0,0,0
234,3319362615,12900,4.859812404,153,environmental,Series A,Switzerland,0,0,0
235,3319448412,12900,4.859812404,158,tech,Series A,Switzerland,0,0,0
236,3319419234,17900,5.187385806,422,tech,Series A,Switzerland,0,0,0
237,3319336363,22900,5.433722004,647,tech,Series A,Switzerland,0,0,0
238,3319336339,22900,5.433722004,652,tech,Series A,Switzerland,0,0,0
239,3319395521,17900,5.187385806,394,tech,Series A,Switzerland,0,0,0
240,4431561722,12900,4.859812404,122,environmental,Series A,Japan,0,0,1
241,9811011265,12900,4.859812404,182,biotech,Series C,Singapore,0,0,1
242,9811001944,12900,4.859812404,230,tech,Series C,Singapore,0,0,1
243,3319435736,8999,4.499698553,161,tech,Series A,Switzerland,0,0,0
244,3319384708,16900,5.129898715,393,environmental,Series A,Switzerland,0,0,0
245,3319446037,12900,4.859812404,144,tech,Series C,Switzerland,0,0,0
246,3319310062,27900,5.631211782,809,tech,Series C,Switzerland,0,0,0
247,3319310062,27900,5.631211782,809,tech,Series C,Switzerland,0,0,0
248,158381888X,8800,4.477336814,97,biotech,Series A,United States,1,0,0
249,1583818898,8800,4.477336814,97,biotech,Series A,United States,1,0,0
250,331927595X,12900,4.859812404,370,tech,Series C,Switzerland,0,0,0
251,191066400,13163,4.879994956,816,tech,Series C,United Kingdom,0,1,0
252,1782424873,28200,5.641907071,428,tech,Series A,United Kingdom,0,1,0
253,3319294490,22900,5.433722004,816,tech,Series A,United States,1,0,0
254,3319294474,22900,5.433722004,732,biotech,Series C,Switzerland,0,0,0
255,300221150,3500,3.555348061,609,tech,Series B55,United States,1,0,0
256,9813108487,10200,4.624972813,191,tech,Series C,Singapore,0,0,1
257,9813108460,6800,4.219507705,191,biotech,Series C,Singapore,0,0,1
258,3319380346,14900,5.003946306,535,environmental,Series A,Switzerland,0,0,0
259,9813108479,3400,3.526360525,191,environmental,Series C,Singapore,0,0,1
260,1400884195,4100,3.713572067,84,tech,Series B55,United States,1,0,0
261,3319463586,5499,4.007151351,83,tech,Series C,Switzerland,0,0,0
262,3319317563,9900,4.59511985,393,tech,Series A2,Switzerland,0,0,0
263,3319317555,9900,4.59511985,396,biotech,Series A2,Switzerland,0,0,0
264,3319352822,9900,4.59511985,396,environmental,Series A,Switzerland,0,0,0
265,3319320858,7999,4.381901627,203,tech,Series A,Switzerland,0,0,0
266,111892908X,14995,5.010301905,269,tech,Series A,United States,1,0,0
267,3319273957,13900,4.934473933,246,tech,Series A,Switzerland,0,0,0
268,3319254650,17900,5.187385806,548,tech,Series C,Switzerland,0,0,0
269,1466698462,184500,7.520234556,2036,tech,Series A,United States,1,0,0
270,981101714X,8999,4.499698553,206,tech,Series C,Singapore,0,0,1
271,1783268484,9900,4.59511985,291,tech,Series C,United Kingdom,0,1,0
272,3662503670,17900,5.187385806,508,tech,Series C,Germany,0,0,0
273,146659134X,23995,5.480430568,480,tech,Series C,United States,1,0,0
274,1466591323,23995,5.480430568,719,tech,Series B55,United States,1,0,0
275,1466591285,23995,5.480430568,587,tech,Series C,United States,1,0,0
276,1466591242,23995,5.480430568,532,tech,Series C,United States,1,0,0
277,1466591382,23995,5.480430568,592,tech,Series B55,United States,1,0,0
278,1466591366,23995,5.480430568,514,tech,Series C,United States,1,0,0
279,1107086582,7999,4.381901627,201,biotech,Series C,United Kingdom,0,1,0
280,1498746659,13995,4.941285216,424,tech,Series B55,United Kingdom,0,1,0
281,9814759813,26700,5.587248658,426,tech,Series A,Singapore,0,0,1
282,9813141700,37200,5.918893854,549,tech,Series A,United States,1,0,0
283,1118950003,11000,4.700480366,160,tech,Series A,United States,1,0,0
284,3319449060,12900,4.859812404,357,tech,Series A,Switzerland,0,0,0
285,1498704670,14995,5.010301905,546,tech,Series B55,United States,1,0,0
286,331931548X,12900,4.859812404,204,tech,Series B55,Switzerland,0,0,0
287,9811008639,5499,4.007151351,65,environmental,Series A,Singapore,0,0,1
288,9811008647,5499,4.007151351,65,tech,Series A,Singapore,0,0,1
289,1786341158,14700,4.990432587,250,tech,Series C,United Kingdom,0,1,0
290,9813147156,13200,4.882801923,166,tech,Series C,Singapore,0,0,1
291,1108114040,16200,5.087596335,272,tech,Series A,United Kingdom,0,1,0
292,1108112005,13500,4.905274778,272,tech,Series A,United Kingdom,0,1,0
293,1107145317,14000,4.941642423,272,biotech,Series A,United Kingdom,0,1,0
294,444638709,46200,6.135564891,284,tech,Series C,Netherlands,0,0,0
295,1119244730,35000,5.857933154,835,tech,Series A,United States,1,0,0
296,1400882427,12495,4.827913657,289,tech,Series B55,United States,1,0,0
297,9811016240,12900,4.859812404,173,tech,Series A,Singapore,0,0,1
298,9811016232,12900,4.859812404,184,biotech,Series A,Singapore,0,0,1
299,3319251996,12900,4.859812404,188,tech,Series C,Switzerland,0,0,0
300,331925197X,12900,4.859812404,188,biotech,Series C,Switzerland,0,0,0
301,1107090474,7999,4.381901627,390,biotech,Series C,United Kingdom,0,1,0
302,3319376004,25900,5.556828062,421,environmental,Series A,Switzerland,0,0,0
303,3319355236,34900,5.855071922,452,environmental,Series A,Switzerland,0,0,0
304,3319449567,12900,4.859812404,271,tech,Series C,Switzerland,0,0,0
305,3319447289,8999,4.499698553,163,biotech,Series A,Switzerland,0,0,0
306,3319442902,12900,4.859812404,194,tech,Series A,Switzerland,0,0,0
307,3319442899,12900,4.859812404,194,biotech,Series A,Switzerland,0,0,0
308,3319434616,12900,4.859812404,194,tech,Series A,Switzerland,0,0,0
309,3319434608,12900,4.859812404,177,biotech,Series A,Switzerland,0,0,0
310,3319340689,17900,5.187385806,576,biotech,Series C,Switzerland,0,0,0
311,3319327348,17900,5.187385806,384,biotech,Series C,Switzerland,0,0,0
312,3319327364,17900,5.187385806,384,tech,Series B55,Switzerland,0,0,0
313,9813144106,22200,5.402677382,403,tech,Series C,Singapore,0,0,1
314,1138199109,8000,4.382026635,342,environmental,Series B55,United Kingdom,0,1,0
315,3319320467,12900,4.859812404,158,tech,Series C,Switzerland,0,0,0
316,3319320459,12900,4.859812404,158,biotech,Series C,Switzerland,0,0,0
317,331932991X,5499,4.007151351,66,tech,Series C,Switzerland,0,0,0
318,1305957377,14495,4.976388855,572,environmental,Series B55,United States,1,0,0
319,163484193X,16000,5.075173815,192,biotech,Series A2,United States,1,0,0
320,1536101834,20587,5.327244902,191,biotech,Series A2,United States,1,0,0
321,1536101842,16000,5.075173815,191,tech,Series C,United States,1,0,0
322,3319241184,3999,3.688629423,393,tech,Series C,Switzerland,0,0,0
323,3319241184,3999,3.688629423,393,tech,Series C,Switzerland,0,0,0
324,3662494515,18900,5.241747015,852,tech,Series B55,Germany,0,0,0
325,3662494493,18900,5.241747015,852,biotech,Series B55,Germany,0,0,0
326,128037040,21000,5.347107531,334,tech,Series A,United Kingdom,0,1,0
327,3319479857,19900,5.293304825,188,tech,Series A,Switzerland,0,0,0
328,9814669318,14995,5.010301905,706,tech,Series A,United States,1,0,0
329,1439860866,39995,5.991339539,1560,biotech,Series C,United States,1,0,0
330,3319248723,3499,3.555062306,287,environmental,Series C,Switzerland,0,0,0
331,1119333989,5495,4.006423681,225,tech,Series A,United States,1,0,0
332,3319359274,12900,4.859812404,88,environmental,Series A,Switzerland,0,0,0
333,3319275623,4499,3.806440243,413,tech,Series A,Switzerland,0,0,0
334,3319437607,6999,4.248352375,230,tech,Series A,Switzerland,0,0,0
335,9811016623,12900,4.859812404,133,biotech,Series C,Singapore,0,0,1
336,981101664X,12900,4.859812404,140,tech,Series C,Singapore,0,0,1
337,3319317288,12900,4.859812404,173,biotech,Series C,Switzerland,0,0,0
338,3319317288,12900,4.859812404,173,biotech,Series C,Switzerland,0,0,0
339,3319356151,17900,5.187385806,504,environmental,Series A,Switzerland,0,0,0
340,1783266066,19500,5.272999559,293,tech,Series B55,United Kingdom,0,1,0
341,3319342673,12900,4.859812404,180,environmental,Series A,Switzerland,0,0,0
342,9813148993,32300,5.777652323,900,tech,Series C,Singapore,0,0,1
343,3319397680,19900,5.293304825,162,tech,Series A,Switzerland,0,0,0
344,9813146826,26100,5.564520407,844,tech,Series C,Singapore,0,0,1
345,9814749990,19200,5.257495372,462,tech,Series B55,Singapore,0,0,1
346,981474557X,11995,4.787074989,349,tech,Series C,Singapore,0,0,1
347,1482245949,8995,4.49925396,395,tech,Series B55,United States,1,0,0
348,262033941,3100,3.433987204,312,biotech,Series A,United States,1,0,0
349,3319460404,8999,4.499698553,184,tech,Series C,United Kingdom,0,1,0
350,3319335618,22900,5.433722004,547,tech,Series C,Switzerland,0,0,0
351,3319286498,12900,4.859812404,171,tech,Series C,Switzerland,0,0,0
352,3319286471,12900,4.859812404,171,biotech,Series C,Switzerland,0,0,0
353,1118929225,18995,5.24676088,314,tech,Series A,United States,1,0,0
354,3319383841,12900,4.859812404,211,environmental,Series A,Switzerland,0,0,0
355,9402402934,13900,4.934473933,284,environmental,Series A,Netherlands,0,0,0
356,1493946005,10900,4.691347882,175,environmental,Series A,United States,1,0,0
357,9004322353,15100,5.017279837,360,tech,Series A,Netherlands,0,0,0
358,9004131876,16600,5.111987788,360,biotech,Series A,Netherlands,0,0,0
359,3319445219,17900,5.187385806,586,tech,Series C,Switzerland,0,0,0
360,3319445219,17900,5.187385806,586,tech,Series C,Switzerland,0,0,0
361,3319477021,5499,4.007151351,432,tech,Series A,Switzerland,0,0,0
362,3319448870,19900,5.293304825,234,tech,Series A,Switzerland,0,0,0
363,3319411527,12900,4.859812404,201,biotech,Series B55,Switzerland,0,0,0
364,9811020795,13900,4.934473933,257,biotech,Series A,Singapore,0,0,1
365,9402407138,13900,4.934473933,340,environmental,Series A,Netherlands,0,0,0
366,3662492407,4169900,10.63823243,5886,biotech,Series B55,Germany,0,0,0
367,3319246186,12900,4.859812404,119,tech,Series A,Switzerland,0,0,0
368,1786341387,11700,4.762173935,290,tech,Series C,United Kingdom,0,1,0
369,9814745057,14995,5.010301905,478,tech,Series C,Singapore,0,0,1
370,9813200618,16500,5.105945474,110,tech,Series A,Singapore,0,0,1
371,3662517280,12900,4.859812404,759,environmental,Series A,Germany,0,0,0
372,1138199567,8000,4.382026635,551,environmental,Series B55,United Kingdom,0,1,0
373,9402409998,5499,4.007151351,149,tech,Series A,Netherlands,0,0,0
374,191075280,10124,4.617493936,395,tech,Series A,United Kingdom,0,1,0
375,9814719420,8700,4.465908119,281,tech,Series C,Singapore,0,0,1
376,3319342983,12900,4.859812404,355,environmental,Series A,Switzerland,0,0,0
377,3319435221,12900,4.859812404,198,tech,Series A13,"Switzerland, Switzerland",0,0,0
378,981102636X,14900,5.003946306,592,tech,Series A,Singapore,0,0,1
379,9811026351,14900,5.003946306,592,biotech,Series A,Singapore,0,0,1
380,3319457845,5499,4.007151351,113,tech,Series C,Switzerland,0,0,0
381,521889162,14000,4.941642423,462,biotech,Series A,United Kingdom,0,1,0
382,131671358X,13500,4.905274778,462,tech,Series A,United Kingdom,0,1,0
383,1316713962,16200,5.087596335,462,tech,Series A,United Kingdom,0,1,0
